Race,City,State,Gender,Lat,Long,Time,Dist
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:48:25 AM,0
Parkway,Saint Joseph,MO,M,39.7686055,-94.8466321,1:48:28 AM,49.6
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,1:48:30 AM,12.9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:48:31 AM,9.1
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,1:48:31 AM,12.9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:48:32 AM,9.1
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,1:48:33 AM,15.4
Parkway,Weatherby,MO,M,39.9094455,-94.2443944,1:48:36 AM,59.4
Parkway,Towanda,KS,M,37.797517,-96.9997579,1:48:36 AM,159.2
Parkway,Prairie Village,KS,M,38.9914109,-94.6332767,1:48:36 AM,7.4
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:48:36 AM,9.1
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:48:36 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:48:38 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:48:38 AM,0
Parkway,Shawnee,KS,M,39.0416718,-94.7202375,1:48:42 AM,9
Parkway,Jefferson City,MO,F,38.577359,-92.1724264,1:48:42 AM,133.6
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:48:43 AM,0
Parkway,Shawnee,KS,M,39.0416718,-94.7202375,1:48:43 AM,9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:48:44 AM,9.1
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:48:47 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:48:48 AM,0
Parkway,Leawood,KS,M,38.966673,-94.6169011,1:48:50 AM,8.6
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:48:51 AM,9.1
Parkway,Mission,KS,M,39.0277832,-94.6557913,1:48:51 AM,6.3
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,1:48:51 AM,15.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:48:51 AM,0
Parkway,St. Joseph,MO,F,39.7686055,-94.8466321,1:48:52 AM,49.6
Parkway,Smithville,MO,F,39.3869442,-94.5810658,1:48:52 AM,20.9
Parkway,Clarinda,IA,F,40.7419352,-95.0383129,1:48:53 AM,117.1
Parkway,Leawood,KS,F,38.966673,-94.6169011,1:48:59 AM,8.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:48:59 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:49:00 AM,0
Parkway,Saint Joseph,MO,M,39.7686055,-94.8466321,1:49:00 AM,49.6
Parkway,Platte City,MO,M,39.3703535,-94.7810859,1:49:01 AM,22.9
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:49:01 AM,9.1
Parkway,Olathe,KS,M,38.8843867,-94.8161126,1:49:02 AM,19.4
Parkway,Weston,MO,M,41.1941707,-96.7428031,1:49:02 AM,185.8
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:49:03 AM,9.1
Parkway,Peculiar,MO,M,38.7191764,-94.4585625,1:49:04 AM,25.8
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:49:07 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:49:08 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:49:09 AM,0
Parkway,Memphis,TN,M,35.1490215,-90.0516284,1:49:11 AM,368.3
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:49:12 AM,0
Parkway,Leawood,KS,F,38.966673,-94.6169011,1:49:12 AM,8.6
Parkway,St. Joseph,MO,F,39.7686055,-94.8466321,1:49:13 AM,49.6
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:49:13 AM,9.1
Parkway,Westwood,KS,F,39.0405608,-94.6169012,1:49:13 AM,4.2
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,1:49:14 AM,12.9
Parkway,Louisburg,KS,F,38.6195586,-94.6810213,1:49:14 AM,32.7
Parkway,Leavenworth,KS,M,39.3110919,-94.9227995,1:49:14 AM,24.8
Parkway,Virginia Beach,VA,F,36.8529841,-75.9774182,1:49:14 AM,1024.5
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:49:17 AM,9.1
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:49:17 AM,0
Parkway,Leawood,KS,M,38.966673,-94.6169011,1:49:18 AM,8.6
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:49:20 AM,0
Parkway,Shawnee,KS,M,39.0416718,-94.7202375,1:49:22 AM,9
Parkway,Topeka,KS,M,39.0490111,-95.6775556,1:49:23 AM,60
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:49:25 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:49:26 AM,0
Parkway,Warrensburg,MO,M,38.7627893,-93.7360497,1:49:29 AM,49.8
Parkway,Leawood,KS,F,38.966673,-94.6169011,1:49:29 AM,8.6
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,1:49:31 AM,12.9
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:49:32 AM,0
Parkway,Olathe,KS,M,38.8843867,-94.8161126,1:49:33 AM,19.4
Parkway,Mission,KS,M,39.0277832,-94.6557913,1:49:34 AM,6.3
Parkway,Brookfield,MO,F,39.7844687,-93.0735347,1:49:34 AM,93.2
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:49:35 AM,0
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:49:35 AM,9.1
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:49:37 AM,0
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,1:49:37 AM,15.4
Parkway,Belton,MO,M,38.8119527,-94.5318981,1:49:38 AM,18.9
Parkway,Mission,KS,F,39.0277832,-94.6557913,1:49:39 AM,6.3
Parkway,Leawood,KS,F,38.966673,-94.6169011,1:49:40 AM,8.6
Parkway,Great Bend,KS,F,38.3621509,-98.7803201,1:49:40 AM,233.2
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:49:41 AM,0
Parkway,Raymore,MO,M,38.801953,-94.4527293,1:49:41 AM,20.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:49:41 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:49:41 AM,0
Parkway,Lansing,KS,M,39.2486126,-94.9002412,1:49:44 AM,21.4
Parkway,Olathe,KS,F,38.8843867,-94.8161126,1:49:44 AM,19.4
Parkway,Gardner,KS,F,38.8109254,-94.9272957,1:49:48 AM,27.2
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,1:49:49 AM,15.4
Parkway,Olathe,KS,F,38.8843867,-94.8161126,1:49:49 AM,19.4
Parkway,Ottawa,KS,F,39.1273653,-97.6568093,1:49:53 AM,166.3
Parkway,Fort Leavenworth,KS,F,39.3450982,-94.9216266,1:49:53 AM,26.3
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,1:49:54 AM,15.4
Parkway,Mason City,IA,M,43.1535728,-93.2010366,1:49:56 AM,289.6
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,1:49:57 AM,37
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:49:57 AM,9.1
Parkway,Belton,MO,M,38.8119527,-94.5318981,1:49:58 AM,18.9
Parkway,Olathe,KS,F,38.8843867,-94.8161126,1:49:59 AM,19.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:50:00 AM,0
Parkway,Saint Joseph,MO,M,39.7686055,-94.8466321,1:50:04 AM,49.6
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:50:06 AM,0
Parkway,Olathe,KS,F,38.8843867,-94.8161126,1:50:08 AM,19.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:50:08 AM,0
Parkway,Osawatomie,KS,M,38.4970321,-94.9508228,1:50:13 AM,45.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:50:16 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:50:16 AM,0
Parkway,Lyndon,KS,M,38.6100099,-95.6844289,1:50:16 AM,68.8
Parkway,Shawnee,KS,F,39.0416718,-94.7202375,1:50:17 AM,9
Parkway,Gardner,KS,M,38.8109254,-94.9272957,1:50:17 AM,27.2
Parkway,Manhattan,KS,M,39.1836082,-96.5716693,1:50:18 AM,108.1
Parkway,Blue Springs,MO,M,39.01723,-94.2822094,1:50:19 AM,15.8
Parkway,Saint Louis,MO,M,38.6272733,-90.1978888,1:50:21 AM,237.5
Parkway,Aurora,CO,F,39.729432,-104.8319195,1:50:21 AM,551.1
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,1:50:21 AM,37
Parkway,Rossville,KS,M,39.1361097,-95.9516562,1:50:21 AM,74.7
Parkway,Saint Charles,MO,M,38.783194,-90.482368,1:50:23 AM,220.8
Parkway,Clarinda,IA,F,40.7419352,-95.0383129,1:50:24 AM,117.1
Parkway,Shawnee,KS,M,39.0416718,-94.7202375,1:50:24 AM,9
Parkway,Dallas,TX,M,32.7762719,-96.7968558,1:50:26 AM,452.6
Parkway,Ivins,UT,M,37.1685907,-113.6794056,1:50:27 AM,1047.9
Parkway,Olathe,KS,M,38.8843867,-94.8161126,1:50:28 AM,19.4
Parkway,Wichita,KS,M,37.6922361,-97.3375447,1:50:28 AM,178.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:50:29 AM,0
Parkway,Manhattan,KS,F,39.1836082,-96.5716693,1:50:30 AM,108.1
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:50:30 AM,0
Parkway,Wichita,KS,M,37.6922361,-97.3375447,1:50:30 AM,178.6
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,1:50:34 AM,7.4
Parkway,Sedalia,MO,M,38.7044609,-93.2282612,1:50:36 AM,76.6
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:50:37 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:50:38 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:50:40 AM,0
Parkway,Lenexa,KS,M,38.9536174,-94.7335708,1:50:41 AM,12.9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:50:42 AM,9.1
Parkway,Omaha,NE,F,41.2587317,-95.9378731,1:50:43 AM,166.7
Parkway,Saint Joseph,MO,M,39.7686055,-94.8466321,1:50:46 AM,49.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:50:46 AM,0
Parkway,Blue Springs,MO,F,39.01723,-94.2822094,1:50:46 AM,15.8
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:50:47 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:50:48 AM,0
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,1:50:48 AM,7.4
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,1:50:49 AM,7.4
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:50:49 AM,9.1
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,1:50:49 AM,7.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:50:50 AM,0
Parkway,Council Bluffs,IA,F,41.2621283,-95.8613911,1:50:50 AM,165.2
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:50:51 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:50:52 AM,0
Parkway,Buckner,MO,M,39.132506,-94.1985574,1:50:52 AM,19.9
Parkway,Buckner,MO,F,39.132506,-94.1985574,1:50:52 AM,19.9
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:50:54 AM,0
Parkway,St Joseph,MO,F,39.7686055,-94.8466321,1:50:54 AM,49.6
Parkway,Stillwater,MN,F,45.0564041,-92.8134981,1:50:56 AM,421.8
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:50:57 AM,0
Parkway,Sabetha,KS,F,39.9022223,-95.8008224,1:50:57 AM,86.9
Parkway,Raymore,MO,F,38.801953,-94.4527293,1:50:59 AM,20.4
Parkway,Leawood,KS,M,38.966673,-94.6169011,1:51:00 AM,8.6
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:51:01 AM,9.1
Parkway,Leawood,KS,F,38.966673,-94.6169011,1:51:05 AM,8.6
Parkway,Leawood,KS,F,38.966673,-94.6169011,1:51:05 AM,8.6
Parkway,Blue Springs,MO,M,39.01723,-94.2822094,1:51:06 AM,15.8
Parkway,Kansas City,KS,F,39.1146799,-94.7495245,1:51:09 AM,10.2
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:51:10 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:51:10 AM,9.1
Parkway,South Hutchinson,KS,M,38.0280671,-97.9403302,1:51:10 AM,196.9
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:51:10 AM,0
Parkway,Olathe,KS,M,38.8843867,-94.8161126,1:51:11 AM,19.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:51:13 AM,0
Parkway,Shawnee,KS,M,39.0416718,-94.7202375,1:51:14 AM,9
Parkway,Maryville,MO,F,40.3461017,-94.8724706,1:51:15 AM,88.6
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:51:16 AM,0
Parkway,Liberty,MO,M,39.2463496,-94.4189374,1:51:18 AM,13.6
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,1:51:19 AM,7.4
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,1:51:19 AM,7.4
Parkway,White Cloud,KS,M,39.9763876,-95.2969222,1:51:19 AM,73
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:51:21 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:51:21 AM,0
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:51:22 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:51:23 AM,0
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:51:24 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:51:25 AM,0
Parkway,Clinton,MO,F,39.5975986,-94.4184895,1:51:25 AM,36.2
Parkway,Wamego,KS,F,39.2019412,-96.3049975,1:51:26 AM,93.9
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,1:51:27 AM,15.4
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:51:28 AM,9.1
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,1:51:29 AM,15.4
Parkway,Fort Leavenworth,KS,M,39.3450982,-94.9216266,1:51:31 AM,26.3
Parkway,Fort Leavenworth,KS,M,39.3450982,-94.9216266,1:51:32 AM,26.3
Parkway,Prairie Village,KS,M,38.9914109,-94.6332767,1:51:32 AM,7.4
Parkway,Bartlesville,OK,M,36.7473114,-95.9808178,1:51:33 AM,178.8
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:51:36 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:51:36 AM,0
Parkway,Olathe,KS,F,38.8843867,-94.8161126,1:51:37 AM,19.4
Parkway,Lenexa,KS,M,38.9536174,-94.7335708,1:51:37 AM,12.9
Parkway,Fairway,KS,F,39.0222277,-94.6319017,1:51:38 AM,5.7
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:51:40 AM,0
Parkway,Platte City,MO,F,39.3703535,-94.7810859,1:51:40 AM,22.9
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:51:40 AM,0
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,1:51:41 AM,15.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:51:42 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:51:44 AM,0
Parkway,Saint Louis,MO,F,38.6272733,-90.1978888,1:51:46 AM,237.5
Parkway,Parkville,MO,F,39.1950029,-94.6821805,1:51:47 AM,10
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:51:47 AM,9.1
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,1:51:49 AM,15.4
Parkway,Fort Leavenworth,KS,F,39.3450982,-94.9216266,1:51:50 AM,26.3
Parkway,Wichita,KS,M,37.6922361,-97.3375447,1:51:52 AM,178.6
Parkway,Lake Winnebago,MO,F,38.8313975,-94.3585602,1:51:53 AM,20.6
Parkway,Olathe,KS,M,38.8843867,-94.8161126,1:51:53 AM,19.4
Parkway,Springfield,MO,F,37.2153307,-93.298252,1:51:54 AM,146.2
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:51:54 AM,9.1
Parkway,Fairway,KS,F,39.0222277,-94.6319017,1:51:57 AM,5.7
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,1:51:58 AM,12.9
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:51:58 AM,0
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,1:51:59 AM,7.4
Parkway,Waconia,MN,F,44.8507957,-93.7869087,1:52:00 AM,400
Parkway,Prairie Village,KS,M,38.9914109,-94.6332767,1:52:00 AM,7.4
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:52:00 AM,9.1
Parkway,Saint Joseph,MO,F,39.7686055,-94.8466321,1:52:01 AM,49.6
Parkway,Sun Prairie,WI,F,43.1834579,-89.2134358,1:52:01 AM,397.2
Parkway,Dallas,TX,M,32.7762719,-96.7968558,1:52:05 AM,452.6
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,1:52:05 AM,12.9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:52:05 AM,0
Parkway,Saint Joseph,MO,F,39.7686055,-94.8466321,1:52:05 AM,49.6
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:52:07 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:52:07 AM,0
Parkway,Omaha,NE,F,41.2587317,-95.9378731,1:52:08 AM,166.7
Parkway,Harrisonville,MO,F,38.6533446,-94.3484528,1:52:08 AM,31.9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:52:09 AM,0
Parkway,Blue Springs,MO,M,39.01723,-94.2822094,1:52:09 AM,15.8
Parkway,Gardner,KS,M,38.8109254,-94.9272957,1:52:10 AM,27.2
Parkway,Olathe,KS,F,38.8843867,-94.8161126,1:52:11 AM,19.4
Parkway,Marshall,MO,F,39.1230777,-93.1968703,1:52:12 AM,73.5
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:52:14 AM,9.1
Parkway,Manhattan,KS,M,39.1836082,-96.5716693,1:52:15 AM,108.1
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:52:20 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:52:21 AM,0
Parkway,Olathe,KS,M,38.8843867,-94.8161126,1:52:22 AM,19.4
Parkway,Olathe,KS,M,38.8843867,-94.8161126,1:52:23 AM,19.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:52:23 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:52:23 AM,0
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:52:25 AM,9.1
Parkway,Olathe,KS,F,38.8843867,-94.8161126,1:52:25 AM,19.4
Parkway,Gardner,KS,F,38.8109254,-94.9272957,1:52:25 AM,27.2
Parkway,Olathe,KS,M,38.8843867,-94.8161126,1:52:26 AM,19.4
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,1:52:27 AM,15.4
Parkway,Olathe,KS,M,38.8843867,-94.8161126,1:52:28 AM,19.4
Parkway,Blue Springs,MO,F,39.01723,-94.2822094,1:52:28 AM,15.8
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,1:52:32 AM,12.9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:52:34 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:52:37 AM,9.1
Parkway,Prairie Village,KS,M,38.9914109,-94.6332767,1:52:38 AM,7.4
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,1:52:38 AM,7.4
Parkway,Roeland Park,KS,M,39.0375053,-94.6321794,1:52:39 AM,4.9
Parkway,Saint Joseph,MO,F,39.7686055,-94.8466321,1:52:39 AM,49.6
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:52:40 AM,9.1
Parkway,Kearney,MO,F,40.6994778,-99.0818583,1:52:44 AM,264.7
Parkway,Olathe,KS,F,38.8843867,-94.8161126,1:52:45 AM,19.4
Parkway,Spring Hill,KS,F,38.7430646,-94.8255165,1:52:45 AM,27.5
Parkway,Ames,IA,F,42.0267703,-93.6170553,1:52:46 AM,209
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:52:47 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:52:48 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:52:48 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:52:48 AM,0
Parkway,Weldon Spring,MO,M,38.710865,-90.6526426,1:52:50 AM,212.3
Parkway,Kansas City,KS,M,39.1146799,-94.7495245,1:52:51 AM,10.2
Parkway,Shawnee,KS,M,39.0416718,-94.7202375,1:52:52 AM,9
Parkway,Olathe,KS,M,38.8843867,-94.8161126,1:52:52 AM,19.4
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,1:52:52 AM,15.4
Parkway,Blue Springs,MO,F,39.01723,-94.2822094,1:52:53 AM,15.8
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:52:55 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:53:04 AM,0
Parkway,Blue Springs,MO,F,39.01723,-94.2822094,1:53:05 AM,15.8
Parkway,Columbia,MO,F,38.951883,-92.3337365,1:53:05 AM,120.3
Parkway,Columbia,MO,F,38.951883,-92.3337365,1:53:05 AM,120.3
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:53:06 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:53:06 AM,0
Parkway,Saint Louis,MO,M,38.6272733,-90.1978888,1:53:06 AM,237.5
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:53:07 AM,9.1
Parkway,Smithville,MO,F,39.3869442,-94.5810658,1:53:09 AM,20.9
Parkway,Springdale,AR,M,36.1867442,-94.1288141,1:53:10 AM,201.3
Parkway,American Canyon,CA,M,38.223457,-122.227043,1:53:11 AM,1491.7
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:53:11 AM,0
Parkway,Manhattan,KS,F,39.1836082,-96.5716693,1:53:11 AM,108.1
Parkway,Olathe,KS,F,38.8843867,-94.8161126,1:53:12 AM,19.4
Parkway,Shawnee,KS,M,39.0416718,-94.7202375,1:53:12 AM,9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:53:13 AM,0
Parkway,Lenexa,KS,M,38.9536174,-94.7335708,1:53:13 AM,12.9
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:53:14 AM,9.1
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:53:15 AM,9.1
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:53:15 AM,0
Parkway,Platte City,MO,M,39.3703535,-94.7810859,1:53:15 AM,22.9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:53:16 AM,9.1
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:53:18 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:53:19 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:53:19 AM,0
Parkway,Bonner Springs,KS,M,39.059726,-94.8835753,1:53:21 AM,17.3
Parkway,Prairie Village,KS,M,38.9914109,-94.6332767,1:53:21 AM,7.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:53:22 AM,0
Parkway,Ssedalia,MO,F,38.7044609,-93.2282612,1:53:22 AM,76.6
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:53:23 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:53:24 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:53:24 AM,0
Parkway,Merriam,KS,M,39.0236165,-94.69357,1:53:25 AM,8.2
Parkway,Spring Hill,KS,F,38.7430646,-94.8255165,1:53:25 AM,27.5
Parkway,Olathe,KS,M,38.8843867,-94.8161126,1:53:25 AM,19.4
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:53:26 AM,9.1
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,1:53:26 AM,15.4
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,1:53:26 AM,9.1
Parkway,Olathe,KS,F,38.8843867,-94.8161126,1:53:28 AM,19.4
Parkway,Eudora,KS,F,38.9433372,-95.0985807,1:53:28 AM,30.4
Parkway,Sedalia,MO,F,38.7044609,-93.2282612,1:53:29 AM,76.6
Parkway,Sherman,IL,M,33.617501,-96.59549343,1:53:30 AM,393.6
Parkway,Sedalia,MO,F,38.7044609,-93.2282612,1:53:31 AM,76.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:53:31 AM,0
Parkway,Fort Scott,KS,M,37.8399791,-94.7082881,1:53:31 AM,86.2
Parkway,Naperville,IL,M,41.7729107,-88.1478669,1:53:32 AM,385.6
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:53:32 AM,0
Parkway,Lawrence,KS,M,38.9719384,-95.2359495,1:53:33 AM,37
Parkway,Lake Winnebago,MO,M,38.8313975,-94.3585602,1:53:33 AM,20.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:53:33 AM,0
Parkway,Prairie Village,KS,M,38.9914109,-94.6332767,1:53:33 AM,7.4
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,1:53:34 AM,15.4
Parkway,Independence,MO,F,39.0911161,-94.4155067,1:53:34 AM,7.9
Parkway,Shawnee,KS,F,39.0416718,-94.7202375,1:53:35 AM,9
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:53:36 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:53:36 AM,0
Parkway,Weatherby,MO,F,39.9094455,-94.2443944,1:53:37 AM,59.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:53:37 AM,0
Parkway,Fort Leavenworth,KS,M,39.3450982,-94.9216266,1:53:38 AM,26.3
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,1:53:38 AM,9.1
Parkway,Mission Hills,KS,F,39.0177834,-94.6169013,1:53:38 AM,5.4
Parkway,Lawrence,KS,M,38.9719384,-95.2359495,1:53:42 AM,37
Parkway,Leawood,KS,M,38.966673,-94.6169011,1:53:42 AM,8.6
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,1:53:43 AM,0
Parkway,Topeka,KS,M,39.0490111,-95.6775556,1:53:43 AM,60
Parkway,Leavenworth,KS,F,39.3110919,-94.9227995,1:53:44 AM,24.8
Parkway,Leavenworth,KS,M,39.3110919,-94.9227995,1:53:44 AM,24.8
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,1:53:44 AM,37
Parkway,Columbia,MO,F,38.951883,-92.3337365,1:53:44 AM,120.3
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,1:53:44 AM,0
Parkway,Andover,KS,M,37.7139041,-97.1364293,1:53:47 AM,168.7
Parkway,Leawood,KS,F,38.966673,-94.6169011,1:53:48 AM,8.6
Parkway,Raymore,MO,M,38.801953,-94.4527293,1:53:48 AM,20.4
Parkway,Lenexa,KS,M,38.9536174,-94.7335708,1:53:49 AM,12.9
