Race,City,State,Gender,Lat,Long,Time,Dist
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:06 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:05:07 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:05:07 AM,9.1
Parkway,Leavenworth,KS,F,39.3110919,-94.9227995,2:05:08 AM,24.8
Parkway,Shawnee,KS,F,39.0416718,-94.7202375,2:05:09 AM,9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:10 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:05:10 AM,9.1
Parkway,Mission Woods,KS,F,39.0350053,-94.6085676,2:05:10 AM,4.2
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:10 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:05:10 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:11 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:05:12 AM,9.1
Parkway,West Des Moines,IA,M,41.5645337,-93.759528,2:05:14 AM,176.3
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:05:15 AM,19.4
Parkway,Gardner,KS,F,38.8109254,-94.9272957,2:05:17 AM,27.2
Parkway,Marion,IA,F,42.0341658,-91.5976772,2:05:17 AM,256.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:05:18 AM,0
Parkway,Liberty,MO,M,39.2463496,-94.4189374,2:05:19 AM,13.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:20 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:20 AM,0
Parkway,Raymore,MO,F,38.801953,-94.4527293,2:05:22 AM,20.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:05:23 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:24 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:05:24 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:24 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:05:24 AM,9.1
Parkway,Manhattan,KS,F,39.1836082,-96.5716693,2:05:26 AM,108.1
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,2:05:26 AM,7.4
Parkway,Morris,MN,M,45.5860721,-95.9139405,2:05:28 AM,454
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:30 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:05:31 AM,0
Parkway,Joplin,MO,M,37.0842271,-94.5132809,2:05:34 AM,138
Parkway,Kansas City,KS,M,39.1146799,-94.7495245,2:05:34 AM,10.2
Parkway,Basehor,KS,F,39.1416692,-94.9385762,2:05:35 AM,20.6
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:05:37 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:38 AM,0
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,2:05:38 AM,7.4
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:05:39 AM,9.1
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:05:39 AM,0
Parkway,Gladstone,MO,F,39.2038918,-94.5546769,2:05:39 AM,8.3
Parkway,Saint Paul,MN,M,44.9504037,-93.1015025,2:05:40 AM,411.8
Parkway,Prairie Village,KS,M,38.9914109,-94.6332767,2:05:40 AM,7.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:05:40 AM,0
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:05:40 AM,9.1
Parkway,Atchison,KS,F,39.545816,-95.3326051,2:05:40 AM,52.1
Parkway,De Soto,KS,M,38.9791708,-94.9685783,2:05:41 AM,23
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:41 AM,0
Parkway,Lenexa,KS,M,38.9536174,-94.7335708,2:05:41 AM,12.9
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:05:43 AM,15.4
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:05:43 AM,8.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:44 AM,0
Parkway,Leawood,KS,M,38.966673,-94.6169011,2:05:45 AM,8.6
Parkway,Olpe,KS,F,38.2625174,-96.1669399,2:05:46 AM,103.6
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:05:46 AM,9.1
Parkway,Topeka,KS,F,39.0490111,-95.6775556,2:05:47 AM,60
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:05:47 AM,15.4
Parkway,Kansas City,KS,F,39.1146799,-94.7495245,2:05:47 AM,10.2
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:48 AM,0
Parkway,Saint Louis,MO,F,38.6272733,-90.1978888,2:05:48 AM,237.5
Parkway,Chicagochicago,IL,F,41.8755546,-87.6244211,2:05:49 AM,413
Parkway,Rolla,MO,F,37.9513575,-91.7717919,2:05:50 AM,170.2
Parkway,Saint Louis,MO,F,38.6272733,-90.1978888,2:05:50 AM,237.5
Parkway,Saint Louis,MO,F,38.6272733,-90.1978888,2:05:50 AM,237.5
Parkway,Atchison,KS,F,39.545816,-95.3326051,2:05:52 AM,52.1
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:05:52 AM,9.1
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:05:55 AM,8.6
Parkway,Liberty,MO,F,39.2463496,-94.4189374,2:05:55 AM,13.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:05:56 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:05:57 AM,0
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:05:58 AM,9.1
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:05:59 AM,9.1
Parkway,Spring Hill,KS,M,38.7430646,-94.8255165,2:05:59 AM,27.5
Parkway,Kearney,MO,F,40.6994778,-99.0818583,2:06:00 AM,264.7
Parkway,Lawrencece,KS,F,38.9719384,-95.2359495,2:06:02 AM,37
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:06:02 AM,0
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,2:06:02 AM,37
Parkway,Topeka,KS,M,39.0490111,-95.6775556,2:06:05 AM,60
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:06:07 AM,19.4
Parkway,New York,NY,F,40.7305991,-73.9865811,2:06:09 AM,1096.6
Parkway,San Francisco,CA,F,37.7792808,-122.4192362,2:06:09 AM,1508.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:06:10 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:06:10 AM,0
Parkway,Mission,KS,F,39.0277832,-94.6557913,2:06:11 AM,6.3
Parkway,Liberty,MO,F,39.2463496,-94.4189374,2:06:12 AM,13.6
Parkway,Manhattan,KS,M,39.1836082,-96.5716693,2:06:12 AM,108.1
Parkway,Manhattan,KS,F,39.1836082,-96.5716693,2:06:12 AM,108.1
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:06:12 AM,15.4
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:06:13 AM,12.9
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:06:14 AM,9.1
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:06:14 AM,9.1
Parkway,Mission,KS,F,39.0277832,-94.6557913,2:06:14 AM,6.3
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:06:15 AM,0
Parkway,Riverside,MO,M,38.2867212,-90.3801198,2:06:15 AM,232.7
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:06:17 AM,9.1
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,2:06:18 AM,7.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:06:19 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:06:19 AM,0
Parkway,Omaha,NE,M,41.2587317,-95.9378731,2:06:20 AM,166.7
Parkway,Roeland Park,KS,F,39.0375053,-94.6321794,2:06:20 AM,4.9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:06:20 AM,0
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,2:06:21 AM,15.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:06:22 AM,0
Parkway,Dallas,TX,M,32.7762719,-96.7968558,2:06:22 AM,452.6
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:06:24 AM,8.6
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,2:06:26 AM,7.4
Parkway,St Joseph,MO,F,39.7686055,-94.8466321,2:06:29 AM,49.6
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:06:30 AM,9.1
Parkway,Tonganoxie,KS,F,39.109724,-95.0877464,2:06:30 AM,28.3
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:06:31 AM,19.4
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,2:06:32 AM,37
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:06:32 AM,0
Parkway,Bonner Springs,KS,F,39.059726,-94.8835753,2:06:33 AM,17.3
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:06:34 AM,9.1
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:06:34 AM,0
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:06:35 AM,19.4
Parkway,Pleasant Hill,MO,F,38.7875094,-94.269391,2:06:38 AM,25.9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:06:38 AM,9.1
Parkway,Belton,MO,F,38.8119527,-94.5318981,2:06:40 AM,18.9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:06:41 AM,9.1
Parkway,Mission,KS,F,39.0277832,-94.6557913,2:06:41 AM,6.3
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:06:41 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:06:41 AM,0
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:06:41 AM,9.1
Parkway,Lansing,KS,M,39.2486126,-94.9002412,2:06:41 AM,21.4
Parkway,Lenexa,KS,M,38.9536174,-94.7335708,2:06:42 AM,12.9
Parkway,Topeka,KS,M,39.0490111,-95.6775556,2:06:42 AM,60
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:06:43 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:06:43 AM,9.1
Parkway,Pleasant Hill,MO,F,38.7875094,-94.269391,2:06:47 AM,25.9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:06:47 AM,9.1
Parkway,Jefferson City,MO,F,38.577359,-92.1724264,2:06:50 AM,133.6
Parkway,Liberty,MO,M,39.2463496,-94.4189374,2:06:50 AM,13.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:06:51 AM,0
Parkway,Kansas City,KS,F,39.1146799,-94.7495245,2:06:52 AM,10.2
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:06:53 AM,9.1
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:06:55 AM,9.1
Parkway,Riverside,MO,F,38.2867212,-90.3801198,2:06:55 AM,232.7
Parkway,Paola,KS,M,38.5723318,-94.8786483,2:06:56 AM,39.2
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:06:56 AM,15.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:06:56 AM,0
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:06:56 AM,12.9
Parkway,Lawrence,KS,M,38.9719384,-95.2359495,2:06:57 AM,37
Parkway,Staffordsville,KY,M,37.8298155,-82.8421065,2:06:58 AM,641.1
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:06:58 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:01 AM,0
Parkway,Lee's Summit,MO,F,38.9108408,-94.3821723,2:07:01 AM,15.4
Parkway,Windsor Heights,IA,F,41.5977669,-93.7082764,2:07:01 AM,179.2
Parkway,Neosho,MO,M,36.8689554,-94.3679959,2:07:02 AM,153.2
Parkway,Saint Joseph,MO,F,39.7686055,-94.8466321,2:07:02 AM,49.6
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:07:03 AM,0
Parkway,Omaha,NE,F,41.2587317,-95.9378731,2:07:03 AM,166.7
Parkway,Lebanon,MO,F,39.607851,-81.2731698,2:07:03 AM,712.1
Parkway,Olathe,KS,M,38.8843867,-94.8161126,2:07:04 AM,19.4
Parkway,Olathe,KS,M,38.8843867,-94.8161126,2:07:04 AM,19.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:07:04 AM,0
Parkway,Lee's Summit,MO,F,38.9108408,-94.3821723,2:07:05 AM,15.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:07 AM,0
Parkway,Wichita,KS,M,37.6922361,-97.3375447,2:07:09 AM,178.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:10 AM,0
Parkway,Blue Springs,MO,F,39.01723,-94.2822094,2:07:10 AM,15.8
Parkway,Kearney,MO,F,40.6994778,-99.0818583,2:07:10 AM,264.7
Parkway,Basehor,KS,F,39.1416692,-94.9385762,2:07:10 AM,20.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:11 AM,0
Parkway,Moberly,MO,F,39.4183689,-92.4382366,2:07:12 AM,116.3
Parkway,UNK,UNK,M,#N/A,#N/A,2:07:12 AM,#N/A
Parkway,Fort Leavenworth,KS,F,39.3450982,-94.9216266,2:07:12 AM,26.3
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:13 AM,0
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:07:13 AM,8.6
Parkway,Papillion,NE,F,41.1544433,-96.0422377,2:07:14 AM,162.9
Parkway,Saint Paul,MN,F,44.9504037,-93.1015025,2:07:14 AM,411.8
Parkway,Blue Springs,MO,M,39.01723,-94.2822094,2:07:14 AM,15.8
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:14 AM,0
Parkway,Omaha,NE,F,41.2587317,-95.9378731,2:07:15 AM,166.7
Parkway,Phoenix,AZ,F,33.4485866,-112.0773455,2:07:15 AM,1050.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:16 AM,0
Parkway,Burlington,KS,F,38.1944667,-95.742764,2:07:18 AM,88.6
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:07:18 AM,15.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:19 AM,0
Parkway,Philadelphia,PA,F,39.9523993,-75.1635898,2:07:19 AM,1036.2
Parkway,Manhattan,KS,F,39.1836082,-96.5716693,2:07:20 AM,108.1
Parkway,Saint Louis,MO,F,38.6272733,-90.1978888,2:07:20 AM,237.5
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:07:23 AM,9.1
Parkway,Liberty,MO,F,39.2463496,-94.4189374,2:07:27 AM,13.6
Parkway,Saint Joseph,MO,F,39.7686055,-94.8466321,2:07:27 AM,49.6
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,2:07:28 AM,7.4
Parkway,Topeka,KS,F,39.0490111,-95.6775556,2:07:30 AM,60
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,2:07:30 AM,7.4
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:07:31 AM,8.6
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:07:31 AM,9.1
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:07:31 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:31 AM,0
Parkway,Excelsior Springs,MO,F,39.339175,-94.226059,2:07:32 AM,25.2
Parkway,Olathe,KS,M,38.8843867,-94.8161126,2:07:32 AM,19.4
Parkway,Topeka,KS,F,39.0490111,-95.6775556,2:07:32 AM,60
Parkway,Chanute,KS,F,37.6792135,-95.4572033,2:07:32 AM,108.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:07:33 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:07:34 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:07:34 AM,9.1
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:07:34 AM,12.9
Parkway,Westphalia,KS,M,38.1819684,-95.4902604,2:07:35 AM,79.9
Parkway,Leawood,KS,M,38.966673,-94.6169011,2:07:35 AM,8.6
Parkway,Odessa,MO,F,40.7016778,-99.2567609,2:07:35 AM,273.2
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:35 AM,0
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:07:35 AM,8.6
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,2:07:36 AM,7.4
Parkway,Sioux City,IA,F,42.4966815,-96.4058781,2:07:36 AM,254.5
Parkway,Mission,KS,F,39.0277832,-94.6557913,2:07:36 AM,6.3
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:07:39 AM,12.9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:07:41 AM,9.1
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,2:07:41 AM,7.4
Parkway,Lee's Summit,MO,M,38.9108408,-94.3821723,2:07:41 AM,15.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:41 AM,0
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:07:43 AM,8.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:43 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:07:45 AM,9.1
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:07:47 AM,12.9
Parkway,Olathe,KS,M,38.8843867,-94.8161126,2:07:47 AM,19.4
Parkway,Lawson,MO,F,39.4383387,-94.2041095,2:07:47 AM,31.1
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:07:48 AM,9.1
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:07:48 AM,9.1
Parkway,Arnold,MO,F,38.4328317,-90.3776186,2:07:49 AM,230.5
Parkway,Stockton,MO,F,37.6989279,-93.7960439,2:07:50 AM,104.2
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:50 AM,0
Parkway,Stilwell,KS,F,38.7691755,-94.6563453,2:07:51 AM,22.3
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:52 AM,0
Parkway,Sioux City,IA,F,42.4966815,-96.4058781,2:07:53 AM,254.5
Parkway,Scottsdale,AZ,M,33.5091215,-111.8992364,2:07:53 AM,1039
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:54 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:07:54 AM,0
Parkway,Oklahoma City,OK,F,35.4729886,-97.5170535,2:07:54 AM,297.5
Parkway,Foristelll,MO,M,38.8150501,-90.9559719,2:07:55 AM,195.2
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:07:56 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:07:56 AM,9.1
Parkway,Columbia,MO,F,38.951883,-92.3337365,2:07:57 AM,120.3
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:07:58 AM,0
Parkway,Omaha,NE,F,41.2587317,-95.9378731,2:08:00 AM,166.7
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:08:01 AM,9.1
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,2:08:02 AM,15.4
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:08:02 AM,15.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:08:03 AM,0
Parkway,Basehor,KS,F,39.1416692,-94.9385762,2:08:03 AM,20.6
Parkway,Independence,MO,F,39.0911161,-94.4155067,2:08:04 AM,7.9
Parkway,Wellsville,KS,F,38.7183422,-95.0816353,2:08:05 AM,37.7
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:08:07 AM,9.1
Parkway,Clinton,MO,F,39.5975986,-94.4184895,2:08:08 AM,36.2
Parkway,Clinton,MO,F,39.5975986,-94.4184895,2:08:08 AM,36.2
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:08:08 AM,19.4
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:08:08 AM,19.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:08:09 AM,0
Parkway,Saint Charles,MO,F,38.783194,-90.482368,2:08:10 AM,220.8
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:08:11 AM,0
Parkway,Higginsville,MO,F,39.0725121,-93.717162,2:08:12 AM,45.5
Parkway,Columbia,MO,F,38.951883,-92.3337365,2:08:13 AM,120.3
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:08:13 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:08:14 AM,0
Parkway,Liberty,MO,M,39.2463496,-94.4189374,2:08:14 AM,13.6
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:08:15 AM,9.1
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:08:15 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:08:16 AM,0
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:08:16 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:08:17 AM,0
Parkway,Mission,KS,F,39.0277832,-94.6557913,2:08:17 AM,6.3
Parkway,Ames,IA,F,42.0267703,-93.6170553,2:08:17 AM,209
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:08:17 AM,0
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:08:17 AM,12.9
Parkway,Parkville,MO,F,39.1950029,-94.6821805,2:08:20 AM,10
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:08:21 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:08:23 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:08:24 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:08:25 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:08:25 AM,0
Parkway,Saint Joseph,MO,M,39.7686055,-94.8466321,2:08:26 AM,49.6
Parkway,Kearney,MO,M,40.6994778,-99.0818583,2:08:26 AM,264.7
Parkway,Lee's Summit,MO,F,38.9108408,-94.3821723,2:08:27 AM,15.4
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:08:27 AM,15.4
Parkway,Horton,KS,F,39.6605573,-95.5263688,2:08:27 AM,65.1
Parkway,Oak Grove,MO,F,32.6306626,-108.3442401,2:08:28 AM,890.9
Parkway,Wheeling,IL,F,42.125144,-87.92930515,2:08:30 AM,406.9
Parkway,Mission,KS,M,39.0277832,-94.6557913,2:08:30 AM,6.3
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:08:31 AM,0
Parkway,Mission,KS,M,39.0277832,-94.6557913,2:08:32 AM,6.3
Parkway,Kansas City,KS,M,39.1146799,-94.7495245,2:08:32 AM,10.2
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:08:33 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:08:33 AM,0
Parkway,Osage City,KS,F,38.6338982,-95.8258205,2:08:36 AM,74.9
Parkway,Independence,MO,F,39.0911161,-94.4155067,2:08:36 AM,7.9
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,2:08:38 AM,15.4
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:08:39 AM,15.4
Parkway,Blue Springs,MO,M,39.01723,-94.2822094,2:08:39 AM,15.8
Parkway,Council Bluffs,IA,F,41.2621283,-95.8613911,2:08:40 AM,165.2
Parkway,Council Bluffs,IA,F,41.2621283,-95.8613911,2:08:40 AM,165.2
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:08:42 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:08:44 AM,0
Parkway,Emporia,KS,M,38.4040054,-96.1816229,2:08:45 AM,99.2
Parkway,Gardner,KS,F,38.8109254,-94.9272957,2:08:45 AM,27.2
Parkway,Fairway,KS,M,39.0222277,-94.6319017,2:08:45 AM,5.7
Parkway,Emporia,KS,F,38.4040054,-96.1816229,2:08:45 AM,99.2
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:08:45 AM,0
Parkway,Blue Springs,MO,F,39.01723,-94.2822094,2:08:46 AM,15.8
Parkway,Concordia,KS,M,39.5715425,-97.6611406,2:08:47 AM,169.3
Parkway,Goddard,KS,F,37.6597363,-97.5753255,2:08:48 AM,190.8
Parkway,Oak Grove,MO,F,32.6306626,-108.3442401,2:08:48 AM,890.9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:08:49 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:08:50 AM,9.1
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:08:51 AM,8.6
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,2:08:52 AM,7.4
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:08:54 AM,9.1
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:08:54 AM,19.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:08:58 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:09:00 AM,0
Parkway,Omaha,NE,F,41.2587317,-95.9378731,2:09:01 AM,166.7
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:09:01 AM,0
Parkway,Gretna,NE,M,41.118703,-96.25659387,2:09:02 AM,166.6
Parkway,Omaha,NE,F,41.2587317,-95.9378731,2:09:02 AM,166.7
Parkway,Leawood,KS,M,38.966673,-94.6169011,2:09:03 AM,8.6
Parkway,Eudora,KS,F,38.9433372,-95.0985807,2:09:03 AM,30.4
Parkway,Gladstone,MO,M,39.2038918,-94.5546769,2:09:04 AM,8.3
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:09:04 AM,0
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:09:05 AM,19.4
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:09:05 AM,8.6
Parkway,Omaha,NE,M,41.2587317,-95.9378731,2:09:06 AM,166.7
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:09:06 AM,12.9
Parkway,Omaha,NE,F,41.2587317,-95.9378731,2:09:08 AM,166.7
Parkway,Omaha,NE,M,41.2587317,-95.9378731,2:09:08 AM,166.7
Parkway,Parkville,MO,M,39.1950029,-94.6821805,2:09:09 AM,10
Parkway,Hays,KS,F,38.8791783,-99.3267701,2:09:09 AM,256.8
Parkway,Omaha,NE,F,41.2587317,-95.9378731,2:09:09 AM,166.7
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:09:10 AM,8.6
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:09:12 AM,8.6
Parkway,Lakeland,FL,F,28.0394654,-81.9498041,2:09:12 AM,1051
Parkway,Kansas City,KS,M,39.1146799,-94.7495245,2:09:12 AM,10.2
Parkway,Raytown,MO,F,39.0086171,-94.4635637,2:09:12 AM,7.5
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:09:12 AM,9.1
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,2:09:13 AM,37
Parkway,Silver Lake,KS,F,39.104166,-95.8585977,2:09:13 AM,69.7
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:09:14 AM,9.1
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:09:17 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:09:17 AM,0
Parkway,Manhattan,KS,F,39.1836082,-96.5716693,2:09:18 AM,108.1
