Age Group Place,Chip Time
44 M 20-24,1:50:16 AM
52 M 45-49,1:50:16 AM
49 F 35-39,1:50:17 AM
37 M 50-54,1:50:17 AM
45 M 20-24,1:50:18 AM
113 M 30-34,1:50:19 AM
77 M 25-29,1:50:21 AM
22 F 40-44,1:50:21 AM
59 F 25-29,1:50:21 AM
10 M 60-64,1:50:21 AM
114 M 30-34,1:50:23 AM
14 F 50-54,1:50:24 AM
115 M 30-34,1:50:24 AM
122 M 35-39,1:50:26 AM
11 M 60-64,1:50:27 AM
123 M 35-39,1:50:28 AM
116 M 30-34,1:50:28 AM
50 F 35-39,1:50:29 AM
31 F 20-24,1:50:30 AM
117 M 30-34,1:50:30 AM
46 M 20-24,1:50:30 AM
58 F 30-34,1:50:34 AM
38 M 50-54,1:50:36 AM
77 M 40-44,1:50:37 AM
39 M 50-54,1:50:38 AM
15 F 50-54,1:50:40 AM
124 M 35-39,1:50:41 AM
60 F 25-29,1:50:42 AM
32 F 20-24,1:50:43 AM
2 M 15-19,1:50:46 AM
59 F 30-34,1:50:46 AM
23 F 40-44,1:50:46 AM
60 F 30-34,1:50:47 AM
40 M 50-54,1:50:48 AM
61 F 25-29,1:50:48 AM
51 F 35-39,1:50:49 AM
78 M 25-29,1:50:49 AM
62 F 25-29,1:50:49 AM
61 F 30-34,1:50:50 AM
16 F 50-54,1:50:50 AM
118 M 30-34,1:50:51 AM
79 M 25-29,1:50:52 AM
125 M 35-39,1:50:52 AM
52 F 35-39,1:50:52 AM
78 M 40-44,1:50:54 AM
12 F 15-19,1:50:54 AM
33 F 20-24,1:50:56 AM
62 F 30-34,1:50:57 AM
34 F 20-24,1:50:57 AM
53 F 35-39,1:50:59 AM
126 M 35-39,1:51:00 AM
119 M 30-34,1:51:01 AM
13 F 15-19,1:51:05 AM
35 F 20-24,1:51:05 AM
53 M 45-49,1:51:06 AM
63 F 25-29,1:51:09 AM
63 F 30-34,1:51:10 AM
54 F 35-39,1:51:10 AM
127 M 35-39,1:51:10 AM
120 M 30-34,1:51:10 AM
80 M 25-29,1:51:11 AM
64 F 25-29,1:51:13 AM
41 M 50-54,1:51:14 AM
55 F 35-39,1:51:15 AM
128 M 35-39,1:51:16 AM
81 M 25-29,1:51:18 AM
65 F 25-29,1:51:19 AM
66 F 25-29,1:51:19 AM
79 M 40-44,1:51:19 AM
56 F 35-39,1:51:21 AM
129 M 35-39,1:51:21 AM
82 M 25-29,1:51:22 AM
67 F 25-29,1:51:23 AM
80 M 40-44,1:51:24 AM
68 F 25-29,1:51:25 AM
57 F 35-39,1:51:25 AM
58 F 35-39,1:51:26 AM
59 F 35-39,1:51:27 AM
121 M 30-34,1:51:28 AM
64 F 30-34,1:51:29 AM
130 M 35-39,1:51:31 AM
131 M 35-39,1:51:32 AM
81 M 40-44,1:51:32 AM
54 M 45-49,1:51:33 AM
82 M 40-44,1:51:36 AM
60 F 35-39,1:51:36 AM
61 F 35-39,1:51:37 AM
122 M 30-34,1:51:37 AM
24 F 40-44,1:51:38 AM
83 M 25-29,1:51:40 AM
17 F 50-54,1:51:40 AM
123 M 30-34,1:51:40 AM
12 F 45-49,1:51:41 AM
84 M 25-29,1:51:42 AM
69 F 25-29,1:51:44 AM
70 F 25-29,1:51:46 AM
1 F 1-14,1:51:47 AM
71 F 25-29,1:51:47 AM
62 F 35-39,1:51:49 AM
72 F 25-29,1:51:50 AM
20 M 55-59,1:51:52 AM
63 F 35-39,1:51:53 AM
124 M 30-34,1:51:53 AM
4 F 55-59,1:51:54 AM
132 M 35-39,1:51:54 AM
64 F 35-39,1:51:57 AM
65 F 35-39,1:51:58 AM
42 M 50-54,1:51:58 AM
36 F 20-24,1:51:59 AM
66 F 35-39,1:52:00 AM
85 M 25-29,1:52:00 AM
67 F 35-39,1:52:00 AM
37 F 20-24,1:52:01 AM
65 F 30-34,1:52:01 AM
133 M 35-39,1:52:05 AM
38 F 20-24,1:52:05 AM
73 F 25-29,1:52:05 AM
39 F 20-24,1:52:05 AM
125 M 30-34,1:52:07 AM
21 M 55-59,1:52:07 AM
74 F 25-29,1:52:08 AM
66 F 30-34,1:52:08 AM
68 F 35-39,1:52:09 AM
43 M 50-54,1:52:09 AM
126 M 30-34,1:52:10 AM
67 F 30-34,1:52:11 AM
68 F 30-34,1:52:12 AM
127 M 30-34,1:52:14 AM
55 M 45-49,1:52:15 AM
22 M 55-59,1:52:20 AM
75 F 25-29,1:52:21 AM
134 M 35-39,1:52:22 AM
128 M 30-34,1:52:23 AM
69 F 35-39,1:52:23 AM
40 F 20-24,1:52:23 AM
83 M 40-44,1:52:25 AM
69 F 30-34,1:52:25 AM
70 F 30-34,1:52:25 AM
135 M 35-39,1:52:26 AM
56 M 45-49,1:52:27 AM
86 M 25-29,1:52:28 AM
71 F 30-34,1:52:28 AM
72 F 30-34,1:52:32 AM
25 F 40-44,1:52:34 AM
26 F 40-44,1:52:37 AM
136 M 35-39,1:52:38 AM
70 F 35-39,1:52:38 AM
137 M 35-39,1:52:39 AM
13 F 45-49,1:52:39 AM
71 F 35-39,1:52:40 AM
73 F 30-34,1:52:44 AM
27 F 40-44,1:52:45 AM
14 F 45-49,1:52:45 AM
76 F 25-29,1:52:46 AM
87 M 25-29,1:52:47 AM
14 F 15-19,1:52:48 AM
41 F 20-24,1:52:48 AM
77 F 25-29,1:52:48 AM
12 M 60-64,1:52:50 AM
129 M 30-34,1:52:51 AM
23 M 55-59,1:52:52 AM
138 M 35-39,1:52:52 AM
130 M 30-34,1:52:52 AM
72 F 35-39,1:52:53 AM
44 M 50-54,1:52:55 AM
18 F 50-54,1:53:04 AM
42 F 20-24,1:53:05 AM
78 F 25-29,1:53:05 AM
43 F 20-24,1:53:05 AM
131 M 30-34,1:53:06 AM
79 F 25-29,1:53:06 AM
88 M 25-29,1:53:06 AM
84 M 40-44,1:53:07 AM
73 F 35-39,1:53:09 AM
47 M 20-24,1:53:10 AM
89 M 25-29,1:53:11 AM
90 M 25-29,1:53:11 AM
74 F 35-39,1:53:11 AM
74 F 30-34,1:53:12 AM
24 M 55-59,1:53:12 AM
28 F 40-44,1:53:13 AM
57 M 45-49,1:53:13 AM
139 M 35-39,1:53:14 AM
75 F 30-34,1:53:15 AM
85 M 40-44,1:53:15 AM
58 M 45-49,1:53:15 AM
29 F 40-44,1:53:16 AM
59 M 45-49,1:53:18 AM
15 F 15-19,1:53:19 AM
132 M 30-34,1:53:19 AM
60 M 45-49,1:53:21 AM
133 M 30-34,1:53:21 AM
76 F 30-34,1:53:22 AM
77 F 30-34,1:53:22 AM
86 M 40-44,1:53:23 AM
44 F 20-24,1:53:24 AM
78 F 30-34,1:53:24 AM
91 M 25-29,1:53:25 AM
15 F 45-49,1:53:25 AM
25 M 55-59,1:53:25 AM
30 F 40-44,1:53:26 AM
140 M 35-39,1:53:26 AM
16 F 45-49,1:53:26 AM
16 F 15-19,1:53:28 AM
75 F 35-39,1:53:28 AM
79 F 30-34,1:53:29 AM
87 M 40-44,1:53:30 AM
80 F 30-34,1:53:31 AM
80 F 25-29,1:53:31 AM
88 M 40-44,1:53:31 AM
45 M 50-54,1:53:32 AM
48 M 20-24,1:53:32 AM
89 M 40-44,1:53:33 AM
46 M 50-54,1:53:33 AM
81 F 25-29,1:53:33 AM
141 M 35-39,1:53:33 AM
49 M 20-24,1:53:34 AM
81 F 30-34,1:53:34 AM
17 F 15-19,1:53:35 AM
142 M 35-39,1:53:36 AM
31 F 40-44,1:53:36 AM
76 F 35-39,1:53:37 AM
82 F 25-29,1:53:37 AM
143 M 35-39,1:53:38 AM
90 M 40-44,1:53:38 AM
77 F 35-39,1:53:38 AM
91 M 40-44,1:53:42 AM
144 M 35-39,1:53:42 AM
92 M 40-44,1:53:43 AM
92 M 25-29,1:53:43 AM
78 F 35-39,1:53:44 AM
134 M 30-34,1:53:44 AM
82 F 30-34,1:53:44 AM
83 F 30-34,1:53:44 AM
18 F 15-19,1:53:44 AM
93 M 25-29,1:53:47 AM
84 F 30-34,1:53:48 AM
61 M 45-49,1:53:48 AM
62 M 45-49,1:53:49 AM
85 F 30-34,1:53:52 AM
135 M 30-34,1:53:53 AM
47 M 50-54,1:53:56 AM
86 F 30-34,1:53:56 AM
17 F 45-49,1:53:56 AM
63 M 45-49,1:53:57 AM
94 M 25-29,1:53:58 AM
136 M 30-34,1:53:59 AM
93 M 40-44,1:53:59 AM
87 F 30-34,1:54:00 AM
79 F 35-39,1:54:00 AM
137 M 30-34,1:54:02 AM
88 F 30-34,1:54:03 AM
94 M 40-44,1:54:08 AM
80 F 35-39,1:54:09 AM
64 M 45-49,1:54:09 AM
65 M 45-49,1:54:10 AM
95 M 40-44,1:54:10 AM
95 M 25-29,1:54:11 AM
48 M 50-54,1:54:11 AM
32 F 40-44,1:54:11 AM
96 M 25-29,1:54:12 AM
49 M 50-54,1:54:12 AM
81 F 35-39,1:54:13 AM
138 M 30-34,1:54:14 AM
89 F 30-34,1:54:14 AM
145 M 35-39,1:54:14 AM
33 F 40-44,1:54:14 AM
96 M 40-44,1:54:14 AM
97 M 25-29,1:54:16 AM
82 F 35-39,1:54:16 AM
83 F 25-29,1:54:18 AM
66 M 45-49,1:54:18 AM
98 M 25-29,1:54:18 AM
139 M 30-34,1:54:19 AM
83 F 35-39,1:54:19 AM
19 F 15-19,1:54:19 AM
140 M 30-34,1:54:19 AM
90 F 30-34,1:54:21 AM
67 M 45-49,1:54:22 AM
91 F 30-34,1:54:24 AM
84 F 25-29,1:54:26 AM
92 F 30-34,1:54:27 AM
34 F 40-44,1:54:27 AM
146 M 35-39,1:54:27 AM
35 F 40-44,1:54:30 AM
50 M 50-54,1:54:31 AM
19 F 50-54,1:54:31 AM
141 M 30-34,1:54:31 AM
97 M 40-44,1:54:33 AM
20 F 15-19,1:54:33 AM
142 M 30-34,1:54:34 AM
36 F 40-44,1:54:35 AM
85 F 25-29,1:54:35 AM
147 M 35-39,1:54:38 AM
99 M 25-29,1:54:39 AM
143 M 30-34,1:54:39 AM
37 F 40-44,1:54:39 AM
86 F 25-29,1:54:40 AM
26 M 55-59,1:54:40 AM
98 M 40-44,1:54:40 AM
51 M 50-54,1:54:41 AM
38 F 40-44,1:54:41 AM
84 F 35-39,1:54:43 AM
100 M 25-29,1:54:44 AM
87 F 25-29,1:54:44 AM
88 F 25-29,1:54:44 AM
101 M 25-29,1:54:45 AM
93 F 30-34,1:54:45 AM
18 F 45-49,1:54:45 AM
102 M 25-29,1:54:46 AM
20 F 50-54,1:54:46 AM
68 M 45-49,1:54:46 AM
21 F 50-54,1:54:46 AM
89 F 25-29,1:54:48 AM
90 F 25-29,1:54:48 AM
148 M 35-39,1:54:48 AM
91 F 25-29,1:54:48 AM
103 M 25-29,1:54:48 AM
3 M 65-69,1:54:49 AM
94 F 30-34,1:54:51 AM
39 F 40-44,1:54:52 AM
45 F 20-24,1:54:53 AM
99 M 40-44,1:54:54 AM
92 F 25-29,1:54:56 AM
149 M 35-39,1:54:56 AM
150 M 35-39,1:54:57 AM
19 F 45-49,1:54:58 AM
20 F 45-49,1:54:58 AM
93 F 25-29,1:54:58 AM
100 M 40-44,1:54:59 AM
144 M 30-34,1:54:59 AM
94 F 25-29,1:55:00 AM
69 M 45-49,1:55:00 AM
95 F 30-34,1:55:02 AM
104 M 25-29,1:55:03 AM
101 M 40-44,1:55:06 AM
50 M 20-24,1:55:07 AM
102 M 40-44,1:55:08 AM
46 F 20-24,1:55:08 AM
95 F 25-29,1:55:08 AM
70 M 45-49,1:55:08 AM
145 M 30-34,1:55:09 AM
71 M 45-49,1:55:09 AM
21 F 45-49,1:55:10 AM
151 M 35-39,1:55:11 AM
13 M 60-64,1:55:13 AM
96 F 30-34,1:55:14 AM
146 M 30-34,1:55:15 AM
85 F 35-39,1:55:15 AM
40 F 40-44,1:55:16 AM
147 M 30-34,1:55:17 AM
103 M 40-44,1:55:17 AM
152 M 35-39,1:55:18 AM
104 M 40-44,1:55:19 AM
72 M 45-49,1:55:20 AM
97 F 30-34,1:55:20 AM
86 F 35-39,1:55:21 AM
96 F 25-29,1:55:21 AM
98 F 30-34,1:55:22 AM
87 F 35-39,1:55:24 AM
51 M 20-24,1:55:24 AM
52 M 50-54,1:55:24 AM
27 M 55-59,1:55:25 AM
41 F 40-44,1:55:25 AM
47 F 20-24,1:55:25 AM
53 M 50-54,1:55:25 AM
88 F 35-39,1:55:26 AM
105 M 25-29,1:55:27 AM
97 F 25-29,1:55:28 AM
42 F 40-44,1:55:29 AM
89 F 35-39,1:55:31 AM
22 F 50-54,1:55:31 AM
73 M 45-49,1:55:32 AM
1 M 70-74,1:55:32 AM
52 M 20-24,1:55:33 AM
98 F 25-29,1:55:33 AM
43 F 40-44,1:55:34 AM
99 F 30-34,1:55:35 AM
48 F 20-24,1:55:35 AM
54 M 50-54,1:55:36 AM
106 M 25-29,1:55:36 AM
74 M 45-49,1:55:36 AM
105 M 40-44,1:55:38 AM
49 F 20-24,1:55:38 AM
107 M 25-29,1:55:41 AM
55 M 50-54,1:55:42 AM
50 F 20-24,1:55:43 AM
108 M 25-29,1:55:45 AM
51 F 20-24,1:55:45 AM
56 M 50-54,1:55:47 AM
100 F 30-34,1:55:48 AM
52 F 20-24,1:55:48 AM
101 F 30-34,1:55:49 AM
23 F 50-54,1:55:49 AM
90 F 35-39,1:55:49 AM
53 F 20-24,1:55:50 AM
153 M 35-39,1:55:52 AM
91 F 35-39,1:55:53 AM
44 F 40-44,1:55:54 AM
99 F 25-29,1:55:56 AM
100 F 25-29,1:55:56 AM
148 M 30-34,1:55:57 AM
75 M 45-49,1:55:57 AM
102 F 30-34,1:55:57 AM
28 M 55-59,1:55:58 AM
21 F 15-19,1:55:58 AM
14 M 60-64,1:56:00 AM
109 M 25-29,1:56:00 AM
92 F 35-39,1:56:01 AM
53 M 20-24,1:56:01 AM
45 F 40-44,1:56:01 AM
103 F 30-34,1:56:04 AM
154 M 35-39,1:56:05 AM
76 M 45-49,1:56:06 AM
110 M 25-29,1:56:06 AM
111 M 25-29,1:56:07 AM
104 F 30-34,1:56:09 AM
24 F 50-54,1:56:10 AM
101 F 25-29,1:56:11 AM
106 M 40-44,1:56:12 AM
22 F 45-49,1:56:12 AM
23 F 45-49,1:56:12 AM
46 F 40-44,1:56:12 AM
107 M 40-44,1:56:13 AM
5 F 55-59,1:56:13 AM
3 M 15-19,1:56:13 AM
155 M 35-39,1:56:14 AM
24 F 45-49,1:56:14 AM
112 M 25-29,1:56:14 AM
102 F 25-29,1:56:17 AM
108 M 40-44,1:56:19 AM
77 M 45-49,1:56:20 AM
54 M 20-24,1:56:20 AM
15 M 60-64,1:56:21 AM
156 M 35-39,1:56:22 AM
157 M 35-39,1:56:23 AM
29 M 55-59,1:56:27 AM
54 F 20-24,1:56:27 AM
55 F 20-24,1:56:27 AM
55 M 20-24,1:56:28 AM
78 M 45-49,1:56:28 AM
113 M 25-29,1:56:29 AM
93 F 35-39,1:56:30 AM
105 F 30-34,1:56:31 AM
149 M 30-34,1:56:31 AM
109 M 40-44,1:56:31 AM
106 F 30-34,1:56:35 AM
79 M 45-49,1:56:36 AM
56 F 20-24,1:56:36 AM
158 M 35-39,1:56:36 AM
110 M 40-44,1:56:36 AM
47 F 40-44,1:56:37 AM
30 M 55-59,1:56:38 AM
57 M 50-54,1:56:38 AM
16 M 60-64,1:56:39 AM
58 M 50-54,1:56:40 AM
150 M 30-34,1:56:41 AM
151 M 30-34,1:56:44 AM
114 M 25-29,1:56:44 AM
57 F 20-24,1:56:45 AM
80 M 45-49,1:56:45 AM
81 M 45-49,1:56:45 AM
58 F 20-24,1:56:46 AM
115 M 25-29,1:56:46 AM
31 M 55-59,1:56:46 AM
32 M 55-59,1:56:47 AM
159 M 35-39,1:56:47 AM
103 F 25-29,1:56:47 AM
48 F 40-44,1:56:48 AM
94 F 35-39,1:56:49 AM
160 M 35-39,1:56:49 AM
95 F 35-39,1:56:49 AM
59 F 20-24,1:56:49 AM
161 M 35-39,1:56:50 AM
96 F 35-39,1:56:51 AM
116 M 25-29,1:56:51 AM
56 M 20-24,1:56:51 AM
152 M 30-34,1:56:53 AM
25 F 45-49,1:56:54 AM
17 M 60-64,1:56:55 AM
49 F 40-44,1:56:55 AM
153 M 30-34,1:56:55 AM
82 M 45-49,1:56:56 AM
50 F 40-44,1:56:57 AM
104 F 25-29,1:56:57 AM
60 F 20-24,1:56:58 AM
107 F 30-34,1:56:58 AM
6 F 55-59,1:56:59 AM
51 F 40-44,1:56:59 AM
105 F 25-29,1:57:00 AM
25 F 50-54,1:57:01 AM
83 M 45-49,1:57:01 AM
106 F 25-29,1:57:02 AM
162 M 35-39,1:57:03 AM
154 M 30-34,1:57:03 AM
108 F 30-34,1:57:05 AM
111 M 40-44,1:57:06 AM
163 M 35-39,1:57:07 AM
155 M 30-34,1:57:07 AM
97 F 35-39,1:57:07 AM
112 M 40-44,1:57:09 AM
113 M 40-44,1:57:09 AM
61 F 20-24,1:57:10 AM
18 M 60-64,1:57:10 AM
59 M 50-54,1:57:11 AM
98 F 35-39,1:57:11 AM
114 M 40-44,1:57:11 AM
52 F 40-44,1:57:13 AM
117 M 25-29,1:57:14 AM
164 M 35-39,1:57:14 AM
109 F 30-34,1:57:14 AM
19 M 60-64,1:57:14 AM
156 M 30-34,1:57:14 AM
99 F 35-39,1:57:15 AM
53 F 40-44,1:57:15 AM
165 M 35-39,1:57:16 AM
62 F 20-24,1:57:16 AM
107 F 25-29,1:57:17 AM
118 M 25-29,1:57:17 AM
108 F 25-29,1:57:17 AM
109 F 25-29,1:57:17 AM
33 M 55-59,1:57:18 AM
115 M 40-44,1:57:18 AM
26 F 50-54,1:57:18 AM
110 F 30-34,1:57:21 AM
54 F 40-44,1:57:21 AM
166 M 35-39,1:57:21 AM
84 M 45-49,1:57:21 AM
116 M 40-44,1:57:22 AM
119 M 25-29,1:57:24 AM
167 M 35-39,1:57:26 AM
4 M 15-19,1:57:27 AM
27 F 50-54,1:57:27 AM
55 F 40-44,1:57:27 AM
110 F 25-29,1:57:28 AM
56 F 40-44,1:57:28 AM
100 F 35-39,1:57:28 AM
63 F 20-24,1:57:29 AM
111 F 25-29,1:57:31 AM
57 M 20-24,1:57:31 AM
111 F 30-34,1:57:31 AM
157 M 30-34,1:57:32 AM
168 M 35-39,1:57:32 AM
112 F 30-34,1:57:33 AM
112 F 25-29,1:57:34 AM
64 F 20-24,1:57:34 AM
120 M 25-29,1:57:35 AM
101 F 35-39,1:57:36 AM
113 F 30-34,1:57:37 AM
169 M 35-39,1:57:37 AM
60 M 50-54,1:57:38 AM
65 F 20-24,1:57:39 AM
113 F 25-29,1:57:39 AM
85 M 45-49,1:57:39 AM
86 M 45-49,1:57:39 AM
170 M 35-39,1:57:39 AM
114 F 25-29,1:57:39 AM
114 F 30-34,1:57:40 AM
115 F 30-34,1:57:40 AM
7 F 55-59,1:57:40 AM
57 F 40-44,1:57:41 AM
116 F 30-34,1:57:41 AM
87 M 45-49,1:57:42 AM
66 F 20-24,1:57:42 AM
117 F 30-34,1:57:42 AM
102 F 35-39,1:57:47 AM
117 M 40-44,1:57:47 AM
115 F 25-29,1:57:48 AM
116 F 25-29,1:57:48 AM
103 F 35-39,1:57:48 AM
61 M 50-54,1:57:49 AM
104 F 35-39,1:57:50 AM
58 F 40-44,1:57:50 AM
117 F 25-29,1:57:52 AM
171 M 35-39,1:57:52 AM
121 M 25-29,1:57:54 AM
8 F 55-59,1:57:55 AM
122 M 25-29,1:57:55 AM
62 M 50-54,1:57:56 AM
118 F 25-29,1:57:56 AM
119 F 25-29,1:57:57 AM
59 F 40-44,1:57:57 AM
120 F 25-29,1:57:57 AM
67 F 20-24,1:57:58 AM
68 F 20-24,1:57:59 AM
105 F 35-39,1:57:59 AM
158 M 30-34,1:58:00 AM
159 M 30-34,1:58:01 AM
118 M 40-44,1:58:02 AM
121 F 25-29,1:58:03 AM
88 M 45-49,1:58:03 AM
172 M 35-39,1:58:04 AM
122 F 25-29,1:58:04 AM
22 F 15-19,1:58:05 AM
69 F 20-24,1:58:05 AM
173 M 35-39,1:58:05 AM
160 M 30-34,1:58:06 AM
70 F 20-24,1:58:06 AM
119 M 40-44,1:58:06 AM
120 M 40-44,1:58:06 AM
118 F 30-34,1:58:08 AM
123 M 25-29,1:58:08 AM
124 M 25-29,1:58:10 AM
34 M 55-59,1:58:11 AM
161 M 30-34,1:58:11 AM
125 M 25-29,1:58:12 AM
58 M 20-24,1:58:12 AM
121 M 40-44,1:58:12 AM
71 F 20-24,1:58:13 AM
106 F 35-39,1:58:14 AM
72 F 20-24,1:58:14 AM
119 F 30-34,1:58:15 AM
123 F 25-29,1:58:15 AM
107 F 35-39,1:58:17 AM
126 M 25-29,1:58:17 AM
26 F 45-49,1:58:18 AM
124 F 25-29,1:58:19 AM
125 F 25-29,1:58:21 AM
120 F 30-34,1:58:21 AM
108 F 35-39,1:58:22 AM
121 F 30-34,1:58:22 AM
9 F 55-59,1:58:22 AM
89 M 45-49,1:58:22 AM
174 M 35-39,1:58:23 AM
122 F 30-34,1:58:23 AM
60 F 40-44,1:58:24 AM
59 M 20-24,1:58:25 AM
63 M 50-54,1:58:25 AM
126 F 25-29,1:58:26 AM
20 M 60-64,1:58:26 AM
61 F 40-44,1:58:26 AM
62 F 40-44,1:58:27 AM
123 F 30-34,1:58:28 AM
60 M 20-24,1:58:28 AM
27 F 45-49,1:58:29 AM
109 F 35-39,1:58:29 AM
21 M 60-64,1:58:30 AM
64 M 50-54,1:58:30 AM
122 M 40-44,1:58:30 AM
28 F 50-54,1:58:32 AM
110 F 35-39,1:58:33 AM
65 M 50-54,1:58:33 AM
111 F 35-39,1:58:33 AM
66 M 50-54,1:58:33 AM
90 M 45-49,1:58:35 AM
63 F 40-44,1:58:35 AM
22 M 60-64,1:58:35 AM
162 M 30-34,1:58:35 AM
91 M 45-49,1:58:35 AM
124 F 30-34,1:58:37 AM
112 F 35-39,1:58:37 AM
29 F 50-54,1:58:37 AM
125 F 30-34,1:58:38 AM
4 M 65-69,1:58:39 AM
175 M 35-39,1:58:39 AM
28 F 45-49,1:58:40 AM
127 F 25-29,1:58:40 AM
163 M 30-34,1:58:41 AM
92 M 45-49,1:58:41 AM
164 M 30-34,1:58:42 AM
113 F 35-39,1:58:43 AM
64 F 40-44,1:58:43 AM
114 F 35-39,1:58:44 AM
29 F 45-49,1:58:44 AM
128 F 25-29,1:58:44 AM
123 M 40-44,1:58:47 AM
115 F 35-39,1:58:47 AM
129 F 25-29,1:58:48 AM
10 F 55-59,1:58:48 AM
124 M 40-44,1:58:49 AM
130 F 25-29,1:58:49 AM
93 M 45-49,1:58:50 AM
165 M 30-34,1:58:50 AM
176 M 35-39,1:58:50 AM
126 F 30-34,1:58:50 AM
127 F 30-34,1:58:50 AM
94 M 45-49,1:58:51 AM
131 F 25-29,1:58:51 AM
2 M 1-14,1:58:52 AM
23 M 60-64,1:58:52 AM
132 F 25-29,1:58:54 AM
30 F 45-49,1:58:54 AM
133 F 25-29,1:58:55 AM
65 F 40-44,1:58:55 AM
95 M 45-49,1:58:57 AM
73 F 20-24,1:59:01 AM
125 M 40-44,1:59:02 AM
177 M 35-39,1:59:03 AM
96 M 45-49,1:59:04 AM
66 F 40-44,1:59:04 AM
31 F 45-49,1:59:04 AM
67 F 40-44,1:59:06 AM
11 F 55-59,1:59:06 AM
5 M 65-69,1:59:08 AM
116 F 35-39,1:59:10 AM
166 M 30-34,1:59:11 AM
134 F 25-29,1:59:14 AM
117 F 35-39,1:59:14 AM
126 M 40-44,1:59:14 AM
68 F 40-44,1:59:15 AM
178 M 35-39,1:59:15 AM
179 M 35-39,1:59:15 AM
97 M 45-49,1:59:15 AM
24 M 60-64,1:59:16 AM
180 M 35-39,1:59:16 AM
69 F 40-44,1:59:17 AM
70 F 40-44,1:59:17 AM
98 M 45-49,1:59:17 AM
74 F 20-24,1:59:19 AM
128 F 30-34,1:59:19 AM
32 F 45-49,1:59:22 AM
71 F 40-44,1:59:22 AM
129 F 30-34,1:59:22 AM
72 F 40-44,1:59:22 AM
30 F 50-54,1:59:24 AM
2 M 70-74,1:59:24 AM
135 F 25-29,1:59:30 AM
31 F 50-54,1:59:31 AM
118 F 35-39,1:59:32 AM
67 M 50-54,1:59:32 AM
136 F 25-29,1:59:32 AM
130 F 30-34,1:59:32 AM
137 F 25-29,1:59:32 AM
119 F 35-39,1:59:33 AM
75 F 20-24,1:59:34 AM
131 F 30-34,1:59:35 AM
132 F 30-34,1:59:37 AM
138 F 25-29,1:59:37 AM
127 M 40-44,1:59:38 AM
139 F 25-29,1:59:38 AM
35 M 55-59,1:59:38 AM
120 F 35-39,1:59:39 AM
133 F 30-34,1:59:39 AM
73 F 40-44,1:59:39 AM
167 M 30-34,1:59:39 AM
68 M 50-54,1:59:39 AM
140 F 25-29,1:59:40 AM
121 F 35-39,1:59:40 AM
122 F 35-39,1:59:40 AM
99 M 45-49,1:59:41 AM
181 M 35-39,1:59:42 AM
100 M 45-49,1:59:43 AM
141 F 25-29,1:59:43 AM
123 F 35-39,1:59:43 AM
124 F 35-39,1:59:44 AM
168 M 30-34,1:59:45 AM
134 F 30-34,1:59:45 AM
169 M 30-34,1:59:46 AM
182 M 35-39,1:59:48 AM
125 F 35-39,1:59:48 AM
32 F 50-54,1:59:48 AM
5 M 15-19,1:59:48 AM
33 F 45-49,1:59:50 AM
128 M 40-44,1:59:50 AM
69 M 50-54,1:59:51 AM
76 F 20-24,1:59:54 AM
74 F 40-44,1:59:55 AM
126 F 35-39,1:59:55 AM
77 F 20-24,1:59:57 AM
78 F 20-24,1:59:57 AM
127 M 25-29,2:00:00 AM
135 F 30-34,2:00:00 AM
142 F 25-29,2:00:00 AM
183 M 35-39,2:00:01 AM
75 F 40-44,2:00:02 AM
76 F 40-44,2:00:02 AM
33 F 50-54,2:00:03 AM
61 M 20-24,2:00:05 AM
143 F 25-29,2:00:05 AM
79 F 20-24,2:00:05 AM
80 F 20-24,2:00:06 AM
62 M 20-24,2:00:07 AM
101 M 45-49,2:00:07 AM
144 F 25-29,2:00:09 AM
145 F 25-29,2:00:09 AM
136 F 30-34,2:00:10 AM
137 F 30-34,2:00:10 AM
81 F 20-24,2:00:12 AM
184 M 35-39,2:00:12 AM
82 F 20-24,2:00:13 AM
34 F 45-49,2:00:14 AM
35 F 45-49,2:00:14 AM
36 F 45-49,2:00:15 AM
12 F 55-59,2:00:16 AM
37 F 45-49,2:00:16 AM
127 F 35-39,2:00:17 AM
38 F 45-49,2:00:17 AM
128 F 35-39,2:00:19 AM
129 F 35-39,2:00:19 AM
34 F 50-54,2:00:20 AM
129 M 40-44,2:00:25 AM
39 F 45-49,2:00:29 AM
146 F 25-29,2:00:29 AM
147 F 25-29,2:00:30 AM
148 F 25-29,2:00:34 AM
185 M 35-39,2:00:35 AM
3 F 60-64,2:00:37 AM
35 F 50-54,2:00:37 AM
128 M 25-29,2:00:38 AM
63 M 20-24,2:00:38 AM
83 F 20-24,2:00:38 AM
36 F 50-54,2:00:39 AM
149 F 25-29,2:00:41 AM
40 F 45-49,2:00:41 AM
77 F 40-44,2:00:42 AM
78 F 40-44,2:00:43 AM
102 M 45-49,2:00:46 AM
130 F 35-39,2:00:47 AM
79 F 40-44,2:00:49 AM
64 M 20-24,2:00:50 AM
131 F 35-39,2:00:50 AM
84 F 20-24,2:00:51 AM
85 F 20-24,2:00:51 AM
132 F 35-39,2:00:53 AM
170 M 30-34,2:00:54 AM
150 F 25-29,2:00:57 AM
41 F 45-49,2:00:58 AM
151 F 25-29,2:00:58 AM
65 M 20-24,2:00:59 AM
171 M 30-34,2:01:00 AM
133 F 35-39,2:01:01 AM
138 F 30-34,2:01:02 AM
