Age Group Place,Chip Time
90 F 35-39,2:19:51 AM
37 F 50-54,2:19:51 AM
91 F 35-39,2:19:57 AM
34 M 50-54,2:19:57 AM
71 M 40-44,2:19:59 AM
71 F 40-44,2:20:05 AM
92 F 35-39,2:20:10 AM
64 M 30-34,2:20:17 AM
38 F 50-54,2:20:17 AM
93 F 35-39,2:20:25 AM
62 M 45-49,2:20:30 AM
67 M 35-39,2:20:30 AM
94 F 35-39,2:20:30 AM
65 M 30-34,2:20:31 AM
10 F 55-59,2:20:33 AM
68 M 35-39,2:20:39 AM
63 M 45-49,2:20:43 AM
20 M 55-59,2:20:44 AM
81 F 30-34,2:20:47 AM
72 F 40-44,2:20:48 AM
65 F 25-29,2:20:50 AM
73 F 40-44,2:21:00 AM
7 F 60-64,2:21:01 AM
74 F 40-44,2:21:04 AM
66 M 30-34,2:21:11 AM
66 F 25-29,2:21:17 AM
75 F 40-44,2:21:17 AM
39 F 50-54,2:21:21 AM
11 F 55-59,2:21:21 AM
8 F 60-64,2:21:23 AM
54 F 45-49,2:21:28 AM
67 F 25-29,2:21:32 AM
35 M 50-54,2:21:35 AM
76 F 40-44,2:21:35 AM
95 F 35-39,2:21:35 AM
40 F 50-54,2:21:40 AM
96 F 35-39,2:21:45 AM
1 F 1-14,2:21:46 AM
68 F 25-29,2:21:48 AM
21 M 55-59,2:21:49 AM
55 F 45-49,2:21:50 AM
82 F 30-34,2:21:52 AM
77 F 40-44,2:21:53 AM
97 F 35-39,2:22:01 AM
83 F 30-34,2:22:05 AM
98 F 35-39,2:22:14 AM
99 F 35-39,2:22:14 AM
41 F 50-54,2:22:15 AM
78 F 40-44,2:22:17 AM
9 F 60-64,2:22:18 AM
36 M 50-54,2:22:32 AM
69 M 35-39,2:22:36 AM
100 F 35-39,2:22:37 AM
1 F 70-74,2:22:41 AM
84 F 30-34,2:22:44 AM
1 F 65-69,2:22:51 AM
12 F 55-59,2:22:52 AM
11 M 60-64,2:22:52 AM
37 M 50-54,2:22:52 AM
56 F 45-49,2:22:52 AM
85 F 30-34,2:22:54 AM
70 M 35-39,2:23:02 AM
69 F 25-29,2:23:02 AM
79 F 40-44,2:23:04 AM
38 M 50-54,2:23:12 AM
8 F 15-19,2:23:24 AM
86 F 30-34,2:23:27 AM
64 M 45-49,2:23:28 AM
42 F 50-54,2:23:28 AM
87 F 30-34,2:23:34 AM
22 M 55-59,2:23:47 AM
67 M 30-34,2:23:53 AM
80 F 40-44,2:23:53 AM
10 F 60-64,2:24:01 AM
57 F 45-49,2:24:02 AM
58 F 45-49,2:24:08 AM
81 F 40-44,2:24:13 AM
35 M 25-29,2:24:17 AM
20 F 20-24,2:24:19 AM
82 F 40-44,2:24:26 AM
88 F 30-34,2:24:28 AM
101 F 35-39,2:24:35 AM
89 F 30-34,2:24:41 AM
102 F 35-39,2:24:48 AM
70 F 25-29,2:24:50 AM
65 M 45-49,2:24:56 AM
103 F 35-39,2:25:01 AM
104 F 35-39,2:25:02 AM
71 F 25-29,2:25:03 AM
72 F 25-29,2:25:03 AM
73 F 25-29,2:25:11 AM
59 F 45-49,2:25:12 AM
90 F 30-34,2:25:19 AM
105 F 35-39,2:25:22 AM
74 F 25-29,2:25:32 AM
71 M 35-39,2:25:33 AM
83 F 40-44,2:25:38 AM
12 M 60-64,2:25:45 AM
60 F 45-49,2:25:56 AM
13 F 55-59,2:26:00 AM
84 F 40-44,2:26:02 AM
14 F 55-59,2:26:10 AM
61 F 45-49,2:26:12 AM
62 F 45-49,2:26:15 AM
63 F 45-49,2:26:21 AM
72 M 35-39,2:26:22 AM
64 F 45-49,2:26:23 AM
85 F 40-44,2:26:53 AM
91 F 30-34,2:26:56 AM
75 F 25-29,2:27:04 AM
36 M 25-29,2:27:04 AM
86 F 40-44,2:27:05 AM
92 F 30-34,2:27:06 AM
76 F 25-29,2:27:07 AM
68 M 30-34,2:27:07 AM
87 F 40-44,2:27:07 AM
88 F 40-44,2:27:08 AM
43 F 50-54,2:27:08 AM
66 M 45-49,2:27:17 AM
44 F 50-54,2:27:17 AM
72 M 40-44,2:27:22 AM
93 F 30-34,2:27:23 AM
15 F 55-59,2:27:29 AM
77 F 25-29,2:27:31 AM
94 F 30-34,2:27:32 AM
89 F 40-44,2:27:41 AM
106 F 35-39,2:27:48 AM
107 F 35-39,2:27:51 AM
73 M 35-39,2:27:51 AM
8 M 65-69,2:27:52 AM
78 F 25-29,2:27:59 AM
90 F 40-44,2:28:01 AM
95 F 30-34,2:28:04 AM
65 F 45-49,2:28:09 AM
96 F 30-34,2:28:15 AM
2 F 65-69,2:28:20 AM
79 F 25-29,2:28:23 AM
11 F 60-64,2:28:24 AM
69 M 30-34,2:28:26 AM
97 F 30-34,2:28:27 AM
91 F 40-44,2:28:34 AM
92 F 40-44,2:28:34 AM
16 F 55-59,2:28:35 AM
,2:28:45 AM
17 F 55-59,2:28:46 AM
108 F 35-39,2:28:49 AM
93 F 40-44,2:28:50 AM
21 F 20-24,2:28:57 AM
94 F 40-44,2:28:58 AM
98 F 30-34,2:29:04 AM
45 F 50-54,2:29:07 AM
74 M 35-39,2:29:23 AM
66 F 45-49,2:29:25 AM
67 M 45-49,2:29:29 AM
95 F 40-44,2:29:30 AM
96 F 40-44,2:29:32 AM
97 F 40-44,2:29:35 AM
12 F 60-64,2:29:35 AM
109 F 35-39,2:29:35 AM
110 F 35-39,2:29:36 AM
67 F 45-49,2:29:37 AM
46 F 50-54,2:29:38 AM
47 F 50-54,2:29:46 AM
99 F 30-34,2:29:56 AM
111 F 35-39,2:29:58 AM
13 M 60-64,2:29:58 AM
98 F 40-44,2:30:07 AM
48 F 50-54,2:30:07 AM
49 F 50-54,2:30:07 AM
50 F 50-54,2:30:09 AM
51 F 50-54,2:30:09 AM
100 F 30-34,2:30:10 AM
68 F 45-49,2:30:12 AM
112 F 35-39,2:30:12 AM
39 M 50-54,2:30:14 AM
113 F 35-39,2:30:16 AM
22 F 20-24,2:30:22 AM
114 F 35-39,2:30:25 AM
73 M 40-44,2:30:25 AM
52 F 50-54,2:30:28 AM
69 F 45-49,2:31:06 AM
99 F 40-44,2:31:10 AM
53 F 50-54,2:31:13 AM
101 F 30-34,2:31:17 AM
102 F 30-34,2:31:18 AM
115 F 35-39,2:31:18 AM
100 F 40-44,2:31:20 AM
54 F 50-54,2:31:21 AM
103 F 30-34,2:31:25 AM
80 F 25-29,2:31:27 AM
116 F 35-39,2:31:38 AM
37 M 25-29,2:31:38 AM
117 F 35-39,2:31:42 AM
118 F 35-39,2:31:50 AM
75 M 35-39,2:31:50 AM
13 F 60-64,2:31:54 AM
104 F 30-34,2:31:58 AM
105 F 30-34,2:32:11 AM
,2:32:22 AM
81 F 25-29,2:32:25 AM
82 F 25-29,2:32:27 AM
14 F 60-64,2:32:27 AM
83 F 25-29,2:32:28 AM
119 F 35-39,2:32:34 AM
106 F 30-34,2:32:34 AM
84 F 25-29,2:32:34 AM
70 F 45-49,2:32:35 AM
55 F 50-54,2:32:39 AM
71 F 45-49,2:32:40 AM
120 F 35-39,2:32:44 AM
76 M 35-39,2:32:44 AM
18 F 55-59,2:32:49 AM
85 F 25-29,2:32:50 AM
72 F 45-49,2:32:51 AM
121 F 35-39,2:32:52 AM
14 M 60-64,2:33:00 AM
15 F 60-64,2:33:02 AM
16 F 60-64,2:33:02 AM
122 F 35-39,2:33:17 AM
38 M 25-29,2:33:19 AM
86 F 25-29,2:33:19 AM
40 M 50-54,2:33:22 AM
73 F 45-49,2:33:24 AM
74 M 40-44,2:33:31 AM
107 F 30-34,2:33:31 AM
41 M 50-54,2:33:32 AM
123 F 35-39,2:33:32 AM
124 F 35-39,2:33:39 AM
125 F 35-39,2:33:39 AM
56 F 50-54,2:33:43 AM
74 F 45-49,2:33:45 AM
23 F 20-24,2:33:59 AM
126 F 35-39,2:34:00 AM
101 F 40-44,2:34:02 AM
19 F 55-59,2:34:04 AM
127 F 35-39,2:34:07 AM
75 F 45-49,2:34:10 AM
128 F 35-39,2:34:24 AM
57 F 50-54,2:34:24 AM
58 F 50-54,2:34:28 AM
24 F 20-24,2:34:29 AM
108 F 30-34,2:34:31 AM
102 F 40-44,2:34:40 AM
76 F 45-49,2:34:49 AM
77 F 45-49,2:34:51 AM
59 F 50-54,2:34:51 AM
103 F 40-44,2:35:07 AM
78 F 45-49,2:35:18 AM
104 F 40-44,2:35:21 AM
87 F 25-29,2:35:26 AM
105 F 40-44,2:35:51 AM
79 F 45-49,2:35:56 AM
106 F 40-44,2:35:56 AM
42 M 50-54,2:36:02 AM
107 F 40-44,2:36:02 AM
70 M 30-34,2:36:03 AM
109 F 30-34,2:36:03 AM
110 F 30-34,2:36:11 AM
25 F 20-24,2:36:15 AM
80 F 45-49,2:36:29 AM
60 F 50-54,2:36:30 AM
20 F 55-59,2:36:33 AM
61 F 50-54,2:36:33 AM
108 F 40-44,2:36:34 AM
17 F 60-64,2:36:37 AM
62 F 50-54,2:36:38 AM
129 F 35-39,2:36:54 AM
111 F 30-34,2:37:05 AM
109 F 40-44,2:37:09 AM
63 F 50-54,2:37:16 AM
130 F 35-39,2:37:16 AM
64 F 50-54,2:37:20 AM
68 M 45-49,2:37:27 AM
69 M 45-49,2:37:28 AM
112 F 30-34,2:37:32 AM
88 F 25-29,2:37:34 AM
89 F 25-29,2:37:37 AM
113 F 30-34,2:37:44 AM
114 F 30-34,2:37:47 AM
110 F 40-44,2:37:50 AM
65 F 50-54,2:38:00 AM
131 F 35-39,2:38:06 AM
77 M 35-39,2:38:09 AM
115 F 30-34,2:38:28 AM
43 M 50-54,2:38:31 AM
132 F 35-39,2:38:34 AM
133 F 35-39,2:38:37 AM
75 M 40-44,2:38:37 AM
116 F 30-34,2:38:39 AM
111 F 40-44,2:38:45 AM
112 F 40-44,2:38:45 AM
90 F 25-29,2:38:52 AM
76 M 40-44,2:38:54 AM
78 M 35-39,2:39:02 AM
134 F 35-39,2:39:20 AM
117 F 30-34,2:39:31 AM
91 F 25-29,2:40:05 AM
21 F 55-59,2:40:06 AM
23 M 55-59,2:40:12 AM
135 F 35-39,2:40:14 AM
136 F 35-39,2:40:19 AM
137 F 35-39,2:40:26 AM
138 F 35-39,2:40:33 AM
81 F 45-49,2:40:35 AM
139 F 35-39,2:40:44 AM
113 F 40-44,2:40:47 AM
82 F 45-49,2:40:59 AM
66 F 50-54,2:41:01 AM
118 F 30-34,2:41:11 AM
140 F 35-39,2:41:15 AM
71 M 30-34,2:41:20 AM
70 M 45-49,2:41:25 AM
92 F 25-29,2:41:28 AM
71 M 45-49,2:41:32 AM
83 F 45-49,2:41:33 AM
67 F 50-54,2:41:33 AM
9 M 65-69,2:42:11 AM
141 F 35-39,2:42:42 AM
119 F 30-34,2:43:02 AM
142 F 35-39,2:43:17 AM
114 F 40-44,2:43:23 AM
15 M 60-64,2:43:24 AM
120 F 30-34,2:43:33 AM
143 F 35-39,2:43:35 AM
2 F 70-74,2:43:41 AM
144 F 35-39,2:43:44 AM
84 F 45-49,2:43:45 AM
115 F 40-44,2:43:45 AM
22 F 55-59,2:43:51 AM
77 M 40-44,2:44:00 AM
72 M 45-49,2:44:12 AM
68 F 50-54,2:44:16 AM
78 M 40-44,2:44:21 AM
39 M 25-29,2:44:22 AM
121 F 30-34,2:44:24 AM
26 F 20-24,2:44:28 AM
85 F 45-49,2:44:28 AM
69 F 50-54,2:44:31 AM
79 M 35-39,2:44:39 AM
23 F 55-59,2:44:43 AM
145 F 35-39,2:44:55 AM
44 M 50-54,2:45:00 AM
122 F 30-34,2:45:05 AM
146 F 35-39,2:45:11 AM
147 F 35-39,2:45:16 AM
148 F 35-39,2:45:17 AM
86 F 45-49,2:45:20 AM
93 F 25-29,2:45:31 AM
149 F 35-39,2:45:35 AM
80 M 35-39,2:45:35 AM
24 M 55-59,2:45:36 AM
24 F 55-59,2:45:37 AM
18 F 60-64,2:46:28 AM
116 F 40-44,2:46:33 AM
19 F 60-64,2:46:35 AM
3 F 70-74,2:46:37 AM
87 F 45-49,2:46:42 AM
88 F 45-49,2:46:45 AM
150 F 35-39,2:46:49 AM
123 F 30-34,2:47:39 AM
124 F 30-34,2:47:43 AM
125 F 30-34,2:47:53 AM
73 M 45-49,2:48:00 AM
70 F 50-54,2:48:01 AM
151 F 35-39,2:48:02 AM
71 F 50-54,2:48:19 AM
126 F 30-34,2:48:33 AM
152 F 35-39,2:48:59 AM
117 F 40-44,2:49:00 AM
89 F 45-49,2:49:15 AM
90 F 45-49,2:49:16 AM
1 M 75-79,2:49:21 AM
72 M 30-34,2:49:32 AM
127 F 30-34,2:49:32 AM
153 F 35-39,2:49:33 AM
27 F 20-24,2:49:38 AM
154 F 35-39,2:49:44 AM
128 F 30-34,2:49:46 AM
91 F 45-49,2:49:48 AM
118 F 40-44,2:49:52 AM
20 F 60-64,2:49:55 AM
3 F 65-69,2:50:00 AM
92 F 45-49,2:50:06 AM
93 F 45-49,2:50:12 AM
72 F 50-54,2:50:15 AM
129 F 30-34,2:50:16 AM
25 F 55-59,2:50:27 AM
155 F 35-39,2:50:41 AM
156 F 35-39,2:50:52 AM
74 M 45-49,2:50:52 AM
94 F 45-49,2:50:58 AM
2 M 75-79,2:51:05 AM
157 F 35-39,2:51:24 AM
158 F 35-39,2:51:28 AM
95 F 45-49,2:51:31 AM
94 F 25-29,2:51:31 AM
73 M 30-34,2:51:37 AM
119 F 40-44,2:51:42 AM
96 F 45-49,2:51:51 AM
16 M 60-64,2:51:52 AM
3 M 1-14,2:52:29 AM
95 F 25-29,2:52:29 AM
96 F 25-29,2:52:31 AM
130 F 30-34,2:52:34 AM
73 F 50-54,2:52:42 AM
159 F 35-39,2:52:47 AM
74 F 50-54,2:52:48 AM
75 F 50-54,2:52:49 AM
97 F 25-29,2:53:10 AM
98 F 25-29,2:53:10 AM
74 M 30-34,2:53:12 AM
76 F 50-54,2:53:20 AM
120 F 40-44,2:53:20 AM
131 F 30-34,2:53:20 AM
99 F 25-29,2:53:35 AM
121 F 40-44,2:53:52 AM
160 F 35-39,2:53:52 AM
21 F 60-64,2:54:03 AM
26 F 55-59,2:54:05 AM
77 F 50-54,2:54:14 AM
161 F 35-39,2:54:16 AM
100 F 25-29,2:54:17 AM
162 F 35-39,2:54:23 AM
79 M 40-44,2:54:38 AM
17 M 60-64,2:54:43 AM
40 M 25-29,2:54:51 AM
78 F 50-54,2:54:55 AM
10 M 65-69,2:54:59 AM
97 F 45-49,2:55:03 AM
163 F 35-39,2:56:06 AM
80 M 40-44,2:56:12 AM
164 F 35-39,2:56:28 AM
165 F 35-39,2:56:56 AM
79 F 50-54,2:57:21 AM
75 M 45-49,2:57:36 AM
98 F 45-49,2:57:42 AM
75 M 30-34,2:57:46 AM
122 F 40-44,2:58:15 AM
22 F 60-64,2:58:44 AM
99 F 45-49,2:58:59 AM
132 F 30-34,2:59:31 AM
80 F 50-54,2:59:37 AM
81 M 35-39,2:59:42 AM
81 M 40-44,2:59:43 AM
166 F 35-39,3:00:11 AM
123 F 40-44,3:00:17 AM
100 F 45-49,3:00:42 AM
81 F 50-54,3:00:44 AM
124 F 40-44,3:01:11 AM
25 M 55-59,3:01:19 AM
101 F 45-49,3:01:34 AM
45 M 50-54,3:01:49 AM
133 F 30-34,3:02:07 AM
76 M 30-34,3:02:49 AM
82 M 40-44,3:03:49 AM
82 F 50-54,3:03:52 AM
1 F 75-79,3:04:38 AM
134 F 30-34,3:04:46 AM
135 F 30-34,3:04:46 AM
136 F 30-34,3:04:54 AM
9 F 15-19,3:05:05 AM
137 F 30-34,3:05:27 AM
23 F 60-64,3:05:35 AM
125 F 40-44,3:05:39 AM
83 M 40-44,3:05:39 AM
26 M 55-59,3:05:43 AM
167 F 35-39,3:06:07 AM
4 F 65-69,3:06:23 AM
126 F 40-44,3:06:47 AM
102 F 45-49,3:06:48 AM
127 F 40-44,3:06:56 AM
128 F 40-44,3:07:54 AM
129 F 40-44,3:08:13 AM
130 F 40-44,3:08:23 AM
5 F 65-69,3:08:34 AM
77 M 30-34,3:08:46 AM
76 M 45-49,3:09:10 AM
103 F 45-49,3:09:17 AM
138 F 30-34,3:09:26 AM
27 M 55-59,3:09:29 AM
131 F 40-44,3:09:34 AM
83 F 50-54,3:09:34 AM
28 M 55-59,3:10:15 AM
139 F 30-34,3:10:28 AM
104 F 45-49,3:10:48 AM
84 F 50-54,3:10:48 AM
27 F 55-59,3:11:33 AM
140 F 30-34,3:11:58 AM
101 F 25-29,3:12:07 AM
3 M 70-74,3:12:33 AM
28 F 55-59,3:12:34 AM
85 F 50-54,3:12:34 AM
105 F 45-49,3:12:58 AM
2 F 75-79,3:12:59 AM
141 F 30-34,3:13:44 AM
132 F 40-44,3:15:26 AM
133 F 40-44,3:15:34 AM
102 F 25-29,3:15:46 AM
24 F 60-64,3:15:58 AM
142 F 30-34,3:16:14 AM
29 F 55-59,3:16:24 AM
168 F 35-39,3:16:24 AM
82 M 35-39,3:17:10 AM
25 F 60-64,3:17:11 AM
134 F 40-44,3:17:21 AM
86 F 50-54,3:17:21 AM
143 F 30-34,3:17:42 AM
78 M 30-34,3:17:43 AM
30 F 55-59,3:17:44 AM
6 F 65-69,3:17:45 AM
31 F 55-59,3:17:46 AM
46 M 50-54,3:17:54 AM
135 F 40-44,3:18:01 AM
136 F 40-44,3:18:07 AM
144 F 30-34,3:18:25 AM
4 F 70-74,3:19:35 AM
137 F 40-44,3:19:37 AM
79 M 30-34,3:20:31 AM
169 F 35-39,3:20:32 AM
170 F 35-39,3:21:06 AM
7 F 65-69,3:21:59 AM
32 F 55-59,3:22:39 AM
103 F 25-29,3:22:40 AM
41 M 25-29,3:22:41 AM
87 F 50-54,3:23:25 AM
77 M 45-49,3:23:44 AM
78 M 45-49,3:23:46 AM
106 F 45-49,3:23:46 AM
47 M 50-54,3:24:04 AM
33 F 55-59,3:24:52 AM
88 F 50-54,3:24:58 AM
107 F 45-49,3:25:04 AM
104 F 25-29,3:25:42 AM
89 F 50-54,3:25:51 AM
26 F 60-64,3:25:51 AM
90 F 50-54,3:26:01 AM
171 F 35-39,3:26:24 AM
105 F 25-29,3:26:24 AM
172 F 35-39,3:26:48 AM
34 F 55-59,3:27:54 AM
10 F 15-19,3:28:50 AM
138 F 40-44,3:28:51 AM
79 M 45-49,3:34:35 AM
145 F 30-34,3:35:18 AM
108 F 45-49,3:36:25 AM
109 F 45-49,3:36:46 AM
110 F 45-49,3:36:46 AM
146 F 30-34,3:37:36 AM
173 F 35-39,3:38:36 AM
139 F 40-44,3:38:45 AM
111 F 45-49,3:38:54 AM
35 F 55-59,3:43:24 AM
91 F 50-54,3:43:58 AM
112 F 45-49,3:44:17 AM
27 F 60-64,3:44:30 AM
113 F 45-49,3:45:43 AM
11 F 15-19,3:45:43 AM
114 F 45-49,3:45:48 AM
115 F 45-49,3:45:48 AM
116 F 45-49,3:46:42 AM
140 F 40-44,3:52:31 AM
141 F 40-44,3:55:48 AM
117 F 45-49,3:56:05 AM
174 F 35-39,3:57:31 AM
36 F 55-59,3:57:59 AM
142 F 40-44,3:58:23 AM
143 F 40-44,3:58:28 AM
92 F 50-54,3:58:35 AM
